Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations,year,Participant Gender,Participant Name,Participant Age Group,# Casualties,Latitude,Longitude,Day Name,Month
2018-04-11,Utah,Salt Lake City (West Valley City),4065 S Redwood Rd,3.0,0.0,1.0,0.0,1.0,,2018,,,,4.0,40.6822243,-112.0267177,Wednesday,April
2018-04-12,Indiana,South Bend,425 S 25th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.6833813,-86.2500066,Thursday,April
2018-04-13,Florida,Hollywood (Miramar),6100 block of SW 40th Ct,1.0,1.0,0.0,0.0,0.0,,2018,,,,2.0,33.81534335,-118.3904703122556,Friday,April
2018-04-13,Illinois,Rockford,2200 block of S 5th St,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,42.2713945,-89.093966,Friday,April
2018-04-15,Indiana,Fort Wayne,2700 block of Chestnut St,1.0,1.0,0.0,0.0,1.0,,2018,,,,2.0,41.0799898,-85.1386015,Sunday,April
2018-04-15,Louisiana,New Orleans,3400 block of New Orleans Street,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,29.9759983,-90.0782127,Sunday,April
2018-04-17,Indiana,Gary,1400 block of E 35th Pl,1.0,1.0,0.0,0.0,0.0,,2018,,,,2.0,41.6020962,-87.3370647,Tuesday,April
2018-04-18,North Carolina,Asheville,73 Hansel Ave,3.0,3.0,0.0,1.0,0.0,,2018,,,,7.0,35.6009498,-82.5540161,Wednesday,April
2018-04-18,Pennsylvania,Philadelphia,67th St and Trinity St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,39.9527237,-75.1635262,Wednesday,April
2018-04-20,Ohio,Wickliffe,28611 Euclid Avenue,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,36.9647458,-89.0893387,Friday,April
2018-04-21,California,Compton,12400 block of Grandee Ave,1.0,1.0,0.0,0.0,1.0,,2018,,,,2.0,33.894927,-118.226624,Saturday,April
2018-04-21,Texas,Millsap,Young Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.7481864,-98.0092093,Saturday,April
2018-04-22,Florida,Ocala,1240 SE Highway 484,3.0,0.0,0.0,0.0,0.0,,2018,,,,3.0,29.1871986,-82.1400923,Sunday,April
2018-04-22,Georgia,Columbus,1000 Wynnton Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.9622601,-83.0007065,Sunday,April
2018-04-22,California,Modesto,1800 block of Rancho Encantado,0.0,3.0,0.0,0.0,0.0,,2018,,,,3.0,37.6390972,-120.9968782,Sunday,April
2018-04-22,Texas,San Antonio,100 block of Balsa Di Prato,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.4246002,-98.4951405,Sunday,April
2018-04-23,Ohio,Streetsboro,900 block of Alden Dr,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,41.239223,-81.345941,Monday,April
2018-04-24,California,Mc Farland (Mcfarland),200 block of Robertson Ave,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,39.050746,-96.24433,Tuesday,April
2018-04-24,Alabama,Mobile,1366 Driftwood Dr N,1.0,1.0,0.0,0.0,0.0,,2018,,,,2.0,30.6867339,-88.0848929,Tuesday,April
2018-04-24,Louisiana,Baton Rouge,1700 block of Marque Ann Dr,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,30.4494155,-91.1869659,Tuesday,April
2018-04-24,Illinois,Joliet,400 block of Landau St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.5263603,-88.0840212,Tuesday,April
2018-04-25,Arizona,Glendale,58th Avenue and Camelback Road,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,34.1469416,-118.2478471,Wednesday,April
2018-04-26,New Mexico,Carlsbad,100 block of Third St,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,33.1580933,-117.3505966,Thursday,April
2018-04-29,Illinois,Chicago,4600 block of N Monticello Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.8755616,-87.6244212,Sunday,April
2018-04-29,Pennsylvania,York,142 S George St,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,53.9590555,-1.0815361,Sunday,April
2018-04-29,Texas,Houston,7930 Corporate Dr,1.0,1.0,0.0,1.0,0.0,,2018,,,,3.0,29.7589382,-95.3676974,Sunday,April
2018-04-30,District of Columbia,Washington,1800 block of M St NE,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,38.8950368,-77.0365427,Monday,April
2018-04-30,Florida,Jacksonville,W 71st St and Vermillion St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,30.3321838,-81.655651,Monday,April
2018-05-01,Illinois,Chicago,1000 block of W 88th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.8755616,-87.6244212,Tuesday,May
2018-05-02,North Carolina,Wilson,1700 block of Stantonsburg Road,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.1589961,-98.1251465,Wednesday,May
2018-05-02,Tennessee,Nashville,Dorris Ave,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,36.1622767,-86.7742984,Wednesday,May
2018-05-03,North Dakota,Grand Forks,1006 S 12th St,0.0,3.0,0.0,1.0,0.0,,2018,,,,4.0,47.9078244,-97.0592028,Thursday,May
2018-05-03,Ohio,Cleveland,1600 block of E 93rd St,1.0,0.0,0.0,0.0,3.0,,2018,,,,1.0,41.4996574,-81.6936772,Thursday,May
2018-05-03,Tennessee,Memphis,3274 Alta Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,35.1460249,-90.0517638,Thursday,May
2018-05-04,Florida,Jacksonville,2500 block of Jessica Ln,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,30.3321838,-81.655651,Friday,May
2018-05-04,California,Fresno,W Simpson Ave and N Delno Ave,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,36.7295295,-119.70886126075588,Friday,May
2018-05-04,South Carolina,Walterboro,Robinson Rd,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.9021377,-80.6672631,Friday,May
2018-05-04,Massachusetts,Boston,277 Centre St,1.0,2.0,0.0,0.0,1.0,,2018,,,,3.0,42.3554334,-71.060511,Friday,May
2018-05-05,Georgia,Decatur,3539 Sweetgum Ln,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,39.8454163,-88.9524151,Saturday,May
2018-05-05,Indiana,East Chicago,3700 block of Elm St,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,41.6397857,-87.4548466,Saturday,May
2018-05-05,Texas,Rowlett,5900 block of Mimosa Ln,0.0,1.0,0.0,1.0,0.0,,2018,,,,2.0,32.9029017,-96.56388,Saturday,May
2018-05-06,Texas,Rowlett,Hickox Rd and Rolett Rd,0.0,1.0,0.0,1.0,0.0,,2018,,,,2.0,32.9029017,-96.56388,Sunday,May
2018-05-06,Missouri,Kansas City,5200 block of Euclid Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.100105,-94.5781416,Sunday,May
2018-05-07,Virginia,Richmond,200 block of N Laburnum Ave,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,37.5385087,-77.43428,Monday,May
2018-05-08,New York,Bronx,176 E 174th St,3.0,0.0,0.0,0.0,0.0,,2018,,,,3.0,40.851039,-73.84025027765061,Tuesday,May
2018-05-08,Nevada,Las Vegas,201 N Nellis Blvd,3.0,0.0,1.0,0.0,2.0,,2018,,,,4.0,36.1672559,-115.148516,Tuesday,May
2018-05-08,Michigan,Detroit,5900 block of Marcus St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,42.3315509,-83.0466403,Tuesday,May
2018-05-10,Louisiana,Shreveport,100 block of N Pierre Ave,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.4707862,-93.7559378,Thursday,May
2018-05-10,Michigan,Lansing,2200 block of Reo Rd,3.0,0.0,0.0,0.0,0.0,,2018,,,,3.0,42.7337712,-84.5553805,Thursday,May
2018-05-10,Illinois,Chicago,4600 block of N Sheridan Rd,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,41.8755616,-87.6244212,Thursday,May
2018-05-11,Missouri,Saint Louis,4800 block of Farlin Ave,4.0,0.0,0.0,0.0,0.0,,2018,,,,4.0,38.6280278,-90.1910154,Friday,May
2018-05-13,Missouri,Kansas City,3800 block of S Benton Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.100105,-94.5781416,Sunday,May
2018-05-13,California,Stockton,2436 Belleview St,2.0,3.0,0.0,0.0,0.0,,2018,,,,5.0,37.9577016,-121.2907796,Sunday,May
2018-05-13,District of Columbia,Washington,1131 K St SE,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.8950368,-77.0365427,Sunday,May
2018-05-13,California,Oakland,2300 block of Adeline Street,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.8044557,-122.271356,Sunday,May
2018-05-14,Illinois,Chicago,11800 block of S Morgan St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.8755616,-87.6244212,Monday,May
2018-05-16,Texas,Ponder,610 Lone Star Park Ln,1.0,4.0,0.0,1.0,0.0,,2018,,,,6.0,33.1828974,-97.2872403,Wednesday,May
2018-05-16,Texas,Houston,4141 Barberry Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.7589382,-95.3676974,Wednesday,May
2018-05-16,Minnesota,Minneapolis (Plymouth),6000 block of Shenandoah Ln,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,44.99304905,-93.27308605947884,Wednesday,May
2018-05-16,Tennessee,Memphis,Lamar Ave,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,35.1460249,-90.0517638,Wednesday,May
2018-05-17,Florida,Homestead (Florida City),NW Seventh Ave and 12th St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,25.495997000000003,-80.4342540555625,Thursday,May
2018-05-17,New York,Buffalo,300 block of Lasalle Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,42.8867166,-78.8783922,Thursday,May
2018-05-18,Tennessee,Nashville,4700 Humber Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.1622767,-86.7742984,Friday,May
2018-05-19,Ohio,Columbus,1700 block of Lonsdale Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.9622601,-83.0007065,Saturday,May
2018-05-20,Ohio,Akron,1200 block of Marcy St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.083064,-81.518485,Sunday,May
2018-05-20,Michigan,River Rouge,Campbell St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,42.2729262,-83.1352891,Sunday,May
2018-05-20,Texas,Houston,10900 block of Telephone Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.7589382,-95.3676974,Sunday,May
2018-05-21,Alaska,Anchorage,700 block of E 11th Ave,1.0,0.0,0.0,0.0,4.0,,2018,,,,1.0,61.2163129,-149.894852,Monday,May
2018-05-21,North Carolina,Winston Salem (Winston-salem),3000 Block of Bon Air Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.1000934,-80.2466882503339,Monday,May
2018-05-22,Oklahoma,Tulsa,N Lewis Ave and E Apache St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.1563122,-95.9927516,Tuesday,May
2018-05-22,Virginia,Roanoke,3441 Bennett Dr,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,37.270973,-79.9414313,Tuesday,May
2018-05-22,Virginia,Louisa,Bakers Branch Rd,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,41.206668,-91.2683976,Tuesday,May
2018-05-24,Ohio,Minford,Warren Hill Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.86327445,-82.85753624578128,Thursday,May
2018-05-24,Missouri,Saint Louis,Farlin Ave and N Kingshighway Blvd,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,38.6280278,-90.1910154,Thursday,May
2018-05-24,Missouri,Saint Louis,Lawnview Dr and Berwyn Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.6280278,-90.1910154,Thursday,May
2018-05-25,North Carolina,Mooresville,125 Morlake Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,35.5848596,-80.8100724,Friday,May
2018-05-25,Texas,Amarillo,I-40 and Bell St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,35.2072185,-101.833824,Friday,May
2018-05-25,Tennessee,Memphis,5054 Wooddale Avenue,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,35.1460249,-90.0517638,Friday,May
2018-05-26,Utah,Salt Lake City (West Valley City),2700 S Fair Isle Ln,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,40.6822243,-112.0267177,Saturday,May
2018-05-26,Louisiana,Thibodaux,200 block of Main Project Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.7957633,-90.822871,Saturday,May
2018-05-26,Alabama,Tuscaloosa,2600 block of 25th St,1.0,1.0,0.0,0.0,1.0,,2018,,,,2.0,33.2095614,-87.5675258,Saturday,May
2018-05-26,Connecticut,Hartford,47 Bedford St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.764582,-72.6908547,Saturday,May
2018-05-27,Missouri,Saint Louis,Kennerly Ave and Hamilton Ave,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,38.6280278,-90.1910154,Sunday,May
2018-05-28,Georgia,Smyrna,2221 Corporate Plaza Pkwy SE,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,38.4224548,27.1310699,Monday,May
2018-05-29,Louisiana,La Place (Laplace),Joe Parquet Circle,0.0,2.0,0.0,0.0,0.0,,2018,,,,2.0,49.3622169,6.1717729,Tuesday,May
2018-05-29,Pennsylvania,Philadelphia,Emerald St and Tioga St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,39.9527237,-75.1635262,Tuesday,May
2018-05-29,Nevada,Las Vegas,3100 block of Key Largo Dr,1.0,0.0,0.0,1.0,0.0,,2018,,,,2.0,36.1672559,-115.148516,Tuesday,May
2018-05-30,Nevada,Las Vegas,3975 North Nellis Blvd,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,36.1672559,-115.148516,Wednesday,May
2018-05-30,Wisconsin,Milwaukee,N Teutonia Ave and W Florist Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,43.0349931,-87.922497,Wednesday,May
2018-05-31,Illinois,Chicago,1600 block of N Claremont Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.8755616,-87.6244212,Thursday,May
2018-05-31,South Carolina,Timmonsville,544 Chaney Grove Rd,2.0,3.0,0.0,0.0,1.0,,2018,,,,5.0,34.1348782,-79.9397885,Thursday,May
2018-05-31,Indiana,South Bend,500 block of Carroll St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.6833813,-86.2500066,Thursday,May
2018-05-31,Ohio,Cleveland,E 123rd St and Harvard Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.4996574,-81.6936772,Thursday,May
2018-05-31,Texas,Laredo,2500 block of Monterrey Ave,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,27.5236998,-99.497352,Thursday,May
2018-06-01,Louisiana,Opelousas,,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,30.5335302,-92.081509,Friday,June
2018-06-01,Louisiana,New Orleans,400 block of S White St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.9759983,-90.0782127,Friday,June
2018-06-01,Georgia,Brunswick,1000 block of Pennick Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,34.0718195,-78.1914215,Friday,June
2018-06-02,Virginia,Newport News,5600 block of Arlington Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.9775016,-76.42977,Saturday,June
2018-06-02,South Carolina,Gaffney,Oakland Ave,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,35.0717945,-81.6498195,Saturday,June
2018-06-04,Illinois,Chicago Heights (Ford Heights),1100 block of Drexel Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.506424,-87.5917092,Monday,June
2018-06-04,Michigan,Flint,,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,43.0161693,-83.6900211,Monday,June
2018-06-04,Illinois,Chicago,900 block of W 119th St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,41.8755616,-87.6244212,Monday,June
2018-06-04,Kansas,Kansas City,Georgia Ave and N 64th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.100105,-94.5781416,Monday,June
2018-06-04,Ohio,Dayton,2500 block of Wheeler Ave,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,39.7589478,-84.1916069,Monday,June
2018-06-04,Mississippi,Brookhaven,Henry Myers St,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,31.5790667,-90.4407122,Monday,June
2018-06-05,Kentucky,Elizabethtown,43 West Airview Dr,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,37.693952,-85.8591285,Tuesday,June
2018-06-06,Virginia,Newport News,400 block of Crescent Way,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,36.9775016,-76.42977,Wednesday,June
2018-06-06,Texas,Amarillo,100 block of N Belleview St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,35.2072185,-101.833824,Wednesday,June
2018-06-06,Kansas,Sawyer,110275 SE 70th Avenue,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,45.8731634,-91.1468287,Wednesday,June
2018-06-06,Ohio,Columbus,1100 block of Chittenden Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.9622601,-83.0007065,Wednesday,June
2018-06-06,Virginia,Raphine,2200 block of Raphine Rd,0.0,1.0,0.0,1.0,0.0,,2018,,,,2.0,37.9373548,-79.2328102,Wednesday,June
2018-06-08,Missouri,Saint Louis,3900 block of Winnebago,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,38.6280278,-90.1910154,Friday,June
2018-06-08,Wisconsin,Milwaukee,N 39th St and W Villard Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,43.0349931,-87.922497,Friday,June
2018-06-09,Texas,Sweetwater,County Rd 438,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.4709519,-100.405938,Saturday,June
2018-06-09,Tennessee,Buchanan,300 Eagle Creek Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.6733203,-94.794829,Saturday,June
2018-06-09,Pennsylvania,Philadelphia,2000 block of 20th St,4.0,1.0,0.0,0.0,0.0,,2018,,,,5.0,39.9527237,-75.1635262,Saturday,June
2018-06-09,Louisiana,New Orleans,4700 block of Lynhuber St,3.0,0.0,0.0,0.0,0.0,,2018,,,,3.0,29.9759983,-90.0782127,Saturday,June
2018-06-09,Missouri,Kansas City,3401 E Red Bridge Rd,1.0,0.0,1.0,0.0,2.0,,2018,,,,2.0,39.100105,-94.5781416,Saturday,June
2018-06-09,Tennessee,Harrogate,Nevils St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,53.9921491,-1.5391039,Saturday,June
2018-06-09,Texas,Temple,2602 S 39th St,1.0,0.0,0.0,1.0,0.0,,2018,,,,2.0,31.098207,-97.3427847,Saturday,June
2018-06-10,Florida,Rockledge,3780 S Fiske Blvd,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,28.3201553,-80.736647,Sunday,June
2018-06-10,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,4.0,1.0,0.0,0.0,1.0,,2018,,,,5.0,39.83986,-86.0288823,Sunday,June
2018-06-10,Illinois,Darien,7500 block of Farmingdale Dr,0.0,2.0,0.0,1.0,0.0,,2018,,,,3.0,41.0787079,-73.4692873,Sunday,June
2018-06-11,Florida,Orlando,4932 Eaglesmere Dr,0.0,5.0,0.0,1.0,0.0,,2018,,,,6.0,28.5421109,-81.3790304,Monday,June
2018-06-12,Missouri,Saint Joseph,1909 S 12th St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,49.5344534,-1.529802,Tuesday,June
2018-06-13,Michigan,Detroit,Sanford Ave and Conner St,2.0,1.0,0.0,0.0,0.0,,2018,,,,3.0,42.3315509,-83.0466403,Wednesday,June
2018-06-13,Texas,Wharton (Burr),Floyd Rd,0.0,3.0,0.0,0.0,1.0,,2018,,,,3.0,29.3080254,-96.0074564,Wednesday,June
2018-06-14,Colorado,Westminster,5150 W 80th Ave,3.0,1.0,0.0,0.0,1.0,,2018,,,,4.0,51.5004439,-0.1265398,Thursday,June
2018-06-14,Texas,Longview,800 block of Owings Ave,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.5007031,-94.74049,Thursday,June
2018-06-16,Massachusetts,Boston,Kingsdale St and Warner St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,42.3554334,-71.060511,Saturday,June
2018-06-17,Missouri,Saint Louis,3400 block of Potomac St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,38.6280278,-90.1910154,Sunday,June
2018-06-17,California,Sacramento,77th St and 17th Ave,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,38.5810606,-121.493895,Sunday,June
2018-06-18,Wisconsin,Milwaukee,N 28th St and W Townsend St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,43.0349931,-87.922497,Monday,June
2018-06-18,Illinois,Bloomington,311 Riley Dr,1.0,3.0,0.0,0.0,1.0,,2018,,,,4.0,39.1670396,-86.5342881,Monday,June
2018-06-18,Florida,Miami,17780 SW 104th Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,25.7741728,-80.19362,Monday,June
2018-06-19,Michigan,Lansing,800 block of Loa St,0.0,2.0,0.0,0.0,1.0,,2018,,,,2.0,42.7337712,-84.5553805,Tuesday,June
2018-06-20,Ohio,Cleveland,Lee Rd and Harvard Ave,0.0,1.0,0.0,0.0,7.0,,2018,,,,1.0,41.4996574,-81.6936772,Wednesday,June
2018-06-23,Louisiana,Shreveport,100 block of Flournoy Lucas Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.4707862,-93.7559378,Saturday,June
2018-06-23,Louisiana,Port Barre,,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,30.5601953,-91.9540055,Saturday,June
2018-06-23,Louisiana,Oakdale,Prater St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,44.985624,-92.9645794,Saturday,June
2018-06-24,California,Santa Rosa,400 block of Garfield Park Ave,2.0,1.0,0.0,1.0,0.0,,2018,,,,4.0,38.4404925,-122.7141049,Sunday,June
2018-06-25,Illinois,Chicago,300 block of East 61st St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.8755616,-87.6244212,Monday,June
2018-06-25,Georgia,Warner Robins,100 block of Parkway Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.6200973,-83.606568,Monday,June
2018-06-26,Missouri,Monett,500 block of Pleasant Dr,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,36.9289518,-93.9277149,Tuesday,June
2018-06-28,Michigan,Flint,4400 block of Calkins Rd,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,43.0161693,-83.6900211,Thursday,June
2018-06-28,Louisiana,Ruston,2nd Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.5232053,-92.637927,Thursday,June
2018-06-29,Indiana,Indianapolis,3621 Bunker Hill Dr,0.0,1.0,0.0,1.0,0.0,,2018,,,,2.0,39.7683331,-86.1583502,Friday,June
2018-06-29,North Carolina,Lumberton,Panther Ln,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,34.6183433,-79.0083993,Friday,June
2018-06-29,Missouri,Independence,9500 block of E Winner Rd,3.0,0.0,0.0,0.0,0.0,,2018,,,,3.0,39.0924792,-94.4137923,Friday,June
2018-06-30,Virginia,Richmond,300 block of E 9th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.5385087,-77.43428,Saturday,June
2018-07-01,Maryland,La Plata,13140 Charles St,0.0,1.0,0.0,1.0,0.0,,2018,,,,2.0,-34.9206797,-57.9537638,Sunday,July
2018-07-01,Illinois,Chicago,3400 block of W Walnut Ave,6.0,0.0,0.0,0.0,0.0,,2018,,,,6.0,41.8755616,-87.6244212,Sunday,July
2018-07-02,Missouri,Hartville,Abrams Rd,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,37.2508838,-92.5104447,Monday,July
2018-07-02,New York,Buffalo,Grape St,2.0,2.0,0.0,0.0,1.0,,2018,,,,4.0,42.8867166,-78.8783922,Monday,July
2018-07-02,Mississippi,Saucier,Reese Dr and Rashelle St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,30.625503,-89.14462979367059,Monday,July
2018-07-04,Wisconsin,Milwaukee,48th and Fairmount,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,43.0349931,-87.922497,Wednesday,July
2018-07-04,Louisiana,Shreveport,2100 Grimmett Dr,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,32.4707862,-93.7559378,Wednesday,July
2018-07-04,New Jersey,Newark,Treacy Ave and Avon Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,40.735657,-74.1723667,Wednesday,July
2018-07-04,Illinois,Rockford,600 block of 10th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,42.2713945,-89.093966,Wednesday,July
2018-07-04,South Carolina,Marion,Montgomery Street,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,32.7931661,-94.344488,Wednesday,July
2018-07-05,District of Columbia,Washington,1167 46th Pl SE,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.8950368,-77.0365427,Thursday,July
2018-07-05,Louisiana,Chalmette,500 block of Pierre St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,29.9427892,-89.9629372,Thursday,July
2018-07-05,South Carolina,Anderson,Evergreen Street,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,31.7819242,-95.6258199,Thursday,July
2018-07-05,Maryland,Baltimore,500 block of Lyndhurst St,0.0,1.0,0.0,0.0,4.0,,2018,,,,1.0,39.2908816,-76.610759,Thursday,July
2018-07-05,Mississippi,Moorhead,US-82 and MS-3,0.0,1.0,0.0,1.0,0.0,,2018,,,,2.0,46.8739081,-96.7538674,Thursday,July
2018-07-06,Virginia,Newport News,3600 block of Roanoke Avenue,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,36.9775016,-76.42977,Friday,July
2018-07-07,California,Fresno,382 W Audubon Drive,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,36.7295295,-119.70886126075588,Saturday,July
2018-07-07,South Carolina,Myrtle Beach,107 S Ocean Blvd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,33.6956461,-78.8900409,Saturday,July
2018-07-07,Georgia,Augusta,3100 block of Skinner Mill Rd,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,33.4709714,-81.9748429,Saturday,July
2018-07-07,Illinois,Monee,,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.420034,-87.7417115,Saturday,July
2018-07-08,Iowa,Des Moines,5452 NE 22nd St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,41.5910323,-93.6046655,Sunday,July
2018-07-08,Texas,Houston,8405 Knox St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,29.7589382,-95.3676974,Sunday,July
